ID,Date,Email,Name,Team,Revenue_USD
19.0,2024-10-11,19@maggietest.com,Valon Edwards,Cherry,4085156.0760384
20.0,2024-01-20,20@maggietest.com,Jose Frippiat,Strawberry,12788361.680528
20.0,2024-09-01,20@maggietest.com,Jose Frippiat,Strawberry,11548275.34888
20.0,2024-09-04,20@maggietest.com,Jose Frippiat,Strawberry,16188498.695600001
20.0,2024-11-01,20@maggietest.com,Jose Frippiat,Strawberry,1666605.6083999998
21.0,2024-01-21,21@maggietest.com,David Marascia,Blueberry,24553.692
21.0,2024-09-02,21@maggietest.com,David Marascia,Blueberry,21020.359679999998
21.0,2024-09-05,21@maggietest.com,David Marascia,Blueberry,109429.08176
21.0,2024-11-02,21@maggietest.com,David Marascia,Blueberry,71304.4004
22.0,2024-05-01,22@maggietest.com,Martine Hirano,Orange,180801.14380800002
22.0,2024-09-03,22@maggietest.com,Martine Hirano,Orange,8383.580479999999
22.0,2024-10-11,22@maggietest.com,Martine Hirano,Orange,30795.8784
22.0,2024-11-03,22@maggietest.com,Martine Hirano,Orange,53822.9589696
23.0,2024-06-01,23@maggietest.com,Marco Ossama,Apple,289768.0737224
23.0,2024-09-04,23@maggietest.com,Marco Ossama,Apple,35870.501211999996
23.0,2024-11-01,23@maggietest.com,Marco Ossama,Apple,622899.1526272
23.0,2024-11-04,23@maggietest.com,Marco Ossama,Apple,17551.42416
24.0,2024-09-01,24@maggietest.com,Jackie Mota-Negrao,Pineapple,96193.82016
24.0,2024-09-05,24@maggietest.com,Jackie Mota-Negrao,Pineapple,8244.79088
24.0,2024-11-02,24@maggietest.com,Jackie Mota-Negrao,Pineapple,617065.938048
24.0,2024-11-05,24@maggietest.com,Jackie Mota-Negrao,Pineapple,17163.16672
25.0,2024-04-01,25@maggietest.com,Gunjan Deroek,Grape,25467.7054872
25.0,2024-09-02,25@maggietest.com,Gunjan Deroek,Grape,63948.85632
25.0,2024-10-11,25@maggietest.com,Gunjan Deroek,Grape,37430.453760000004
25.0,2024-11-03,25@maggietest.com,Gunjan Deroek,Grape,191186.48832
26.0,2024-07-01,26@maggietest.com,Guillaume Healy,Cherry,8778.06208
26.0,2024-09-03,26@maggietest.com,Guillaume Healy,Cherry,63664.0054512
26.0,2024-11-01,26@maggietest.com,Guillaume Healy,Cherry,28269.139199999998
26.0,2024-11-04,26@maggietest.com,Guillaume Healy,Cherry,38951.29824
27.0,2024-09-04,27@maggietest.com,Patrick Matsubara,Strawberry,3619091.3528000005
27.0,2024-11-01,27@maggietest.com,Patrick Matsubara,Strawberry,5087819.2752
27.0,2024-11-02,27@maggietest.com,Patrick Matsubara,Strawberry,1098504.7552
27.0,2024-11-05,27@maggietest.com,Patrick Matsubara,Strawberry,8199557.985248
28.0,2024-04-01,28@maggietest.com,Mikio Willard,Blueberry,3589136.7076
28.0,2024-09-05,28@maggietest.com,Mikio Willard,Blueberry,1429837.004
28.0,2024-11-01,28@maggietest.com,Mikio Willard,Blueberry,5196107.9196
28.0,2024-11-03,28@maggietest.com,Mikio Willard,Blueberry,0.0
29.0,2024-07-01,29@maggietest.com,Graham Feres,Orange,43578562.61136
29.0,2024-10-11,29@maggietest.com,Graham Feres,Orange,5228614.9353536
29.0,2024-11-01,29@maggietest.com,Graham Feres,Orange,1711497.7223999999
29.0,2024-11-04,29@maggietest.com,Graham Feres,Orange,779814.39096
30.0,2024-11-01,30@maggietest.com,Patrick Mitra,Apple,58625225.647223994
30.0,2024-11-05,30@maggietest.com,Patrick Mitra,Apple,180168.9288
31.0,2024-01-01,31@maggietest.com,Abdo Merlivat,Pineapple,6516576.588400001
31.0,2024-04-01,31@maggietest.com,Abdo Merlivat,Pineapple,22244766.1184
31.0,2024-11-01,31@maggietest.com,Abdo Merlivat,Pineapple,12588389.0194568
32.0,2024-02-01,32@maggietest.com,Melanie Abolhassani,Grape,10343263.4281152
32.0,2024-07-01,32@maggietest.com,Melanie Abolhassani,Grape,48331634.059995994
32.0,2024-11-01,32@maggietest.com,Melanie Abolhassani,Grape,11379625.0572
33.0,2024-01-01,33@maggietest.com,Stephen Reichert,Cherry,5332020.4336
33.0,2024-02-02,33@maggietest.com,Stephen Reichert,Cherry,3757671.3165599997
33.0,2024-11-01,33@maggietest.com,Stephen Reichert,Cherry,24487198.688867997
34.0,2024-02-03,34@maggietest.com,Montasir Fernandez,Strawberry,4836793.3992
34.0,2024-04-01,34@maggietest.com,Montasir Fernandez,Strawberry,5270531.2056
34.0,2024-11-01,34@maggietest.com,Montasir Fernandez,Strawberry,7933814.1624
35.0,2024-02-04,35@maggietest.com,Brandon Blanchette,Blueberry,5866289.144479999
35.0,2024-06-04,35@maggietest.com,Brandon Blanchette,Blueberry,1604571.5332799999
35.0,2024-07-01,35@maggietest.com,Brandon Blanchette,Blueberry,6556780.190239999
35.0,2024-11-01,35@maggietest.com,Brandon Blanchette,Blueberry,4324097.0748
36.0,2024-01-01,36@maggietest.com,Will De,Orange,6859393.23728
36.0,2024-02-05,36@maggietest.com,Will De,Orange,2264971.04704
36.0,2024-06-04,36@maggietest.com,Will De,Orange,6650754.86128
36.0,2024-11-01,36@maggietest.com,Will De,Orange,1678904.2223999999
37.0,2024-02-06,37@maggietest.com,Conor Niphakis,Apple,12252087.33528
37.0,2024-04-01,37@maggietest.com,Conor Niphakis,Apple,1456229.8636
37.0,2024-06-04,37@maggietest.com,Conor Niphakis,Apple,5361465.454159999
37.0,2024-11-01,37@maggietest.com,Conor Niphakis,Apple,2631687818.2451997
38.0,2024-01-08,38@maggietest.com,David Schaeffer,Pineapple,13573681.20816
38.0,2024-06-04,38@maggietest.com,David Schaeffer,Pineapple,6213387.09368
38.0,2024-07-01,38@maggietest.com,David Schaeffer,Pineapple,360718863.88776
39.0,2024-01-01,39@maggietest.com,Yuma O'Leary,Grape,109084138.04623999
39.0,2024-01-09,39@maggietest.com,Yuma O'Leary,Grape,3694818.09312
39.0,2024-06-04,39@maggietest.com,Yuma O'Leary,Grape,4723497.466700799
40.0,2024-01-10,40@maggietest.com,Tyler Mishra,Cherry,11411355.486
40.0,2024-04-01,40@maggietest.com,Tyler Mishra,Cherry,51592999.10748801
40.0,2024-06-04,40@maggietest.com,Tyler Mishra,Cherry,1697479.0368
41.0,2024-01-11,41@maggietest.com,Omar Arasuna,Strawberry,11294964.436425598
41.0,2024-06-04,41@maggietest.com,Omar Arasuna,Strawberry,58164823.2619856
41.0,2024-07-01,41@maggietest.com,Omar Arasuna,Strawberry,3250035.3479999998
42.0,2024-01-01,42@maggietest.com,Tatsuya Krasniqi,Blueberry,72730302.8120368
42.0,2024-01-12,42@maggietest.com,Tatsuya Krasniqi,Blueberry,4108916.27008
42.0,2024-06-04,42@maggietest.com,Tatsuya Krasniqi,Blueberry,16040455.269199999
43.0,2024-03-01,43@maggietest.com,Rikuo Kuribayashi,Orange,7432444.46272
43.0,2024-04-01,43@maggietest.com,Rikuo Kuribayashi,Orange,75782272.82730798
43.0,2024-06-04,43@maggietest.com,Rikuo Kuribayashi,Orange,7837399.126479999
44.0,2024-03-02,44@maggietest.com,Stefano Sarpong,Apple,6875243.5884992
44.0,2024-06-04,44@maggietest.com,Stefano Sarpong,Apple,7805332.735456
44.0,2024-07-01,44@maggietest.com,Stefano Sarpong,Apple,98653984.86439998
45.0,2024-01-01,45@maggietest.com,Ashley Barrett,Pineapple,84368467.39555599
45.0,2024-03-03,45@maggietest.com,Ashley Barrett,Pineapple,2817992.1695999997
46.0,2024-03-04,46@maggietest.com,Tiara Kaggwa,Grape,9732960.49824
46.0,2024-04-01,46@maggietest.com,Tiara Kaggwa,Grape,36175029.2648
47.0,2024-03-05,47@maggietest.com,Elizabeth Wattiez,Cherry,21032274.606716804
47.0,2024-07-01,47@maggietest.com,Elizabeth Wattiez,Cherry,34247054.214719996
47.0,2024-09-02,47@maggietest.com,Elizabeth Wattiez,Cherry,0.0
48.0,2024-01-01,48@maggietest.com,Rebecca Lubojanski,Strawberry,9074642.772
48.0,2024-01-18,48@maggietest.com,Rebecca Lubojanski,Strawberry,4804044.158720001
48.0,2024-09-03,48@maggietest.com,Rebecca Lubojanski,Strawberry,0.0
49.0,2024-01-19,49@maggietest.com,Nathan Johanson,Blueberry,12250945.721520001
49.0,2024-04-01,49@maggietest.com,Nathan Johanson,Blueberry,4946428.502
49.0,2024-09-04,49@maggietest.com,Nathan Johanson,Blueberry,10698002.1456
50.0,2024-01-20,50@maggietest.com,Gerben Kasai,Orange,10918895.75024
50.0,2024-07-01,50@maggietest.com,Gerben Kasai,Orange,3808667.5944799995
50.0,2024-09-02,50@maggietest.com,Gerben Kasai,Orange,11238092.11672
50.0,2024-09-05,50@maggietest.com,Gerben Kasai,Orange,3392838.8200000003
51.0,2024-01-01,51@maggietest.com,Michelle Leblanc,Apple,961789.39016
51.0,2024-01-21,51@maggietest.com,Michelle Leblanc,Apple,5015954.226240001
51.0,2024-09-03,51@maggietest.com,Michelle Leblanc,Apple,10900050.376479998
51.0,2024-10-11,51@maggietest.com,Michelle Leblanc,Apple,5093412.34432
52.0,2024-04-01,52@maggietest.com,Rebeca Kojima,Pineapple,3417745.9544
52.0,2024-05-01,52@maggietest.com,Rebeca Kojima,Pineapple,39967748.082720004
52.0,2024-09-04,52@maggietest.com,Rebeca Kojima,Pineapple,3313232.3532000002
52.0,2024-11-01,52@maggietest.com,Rebeca Kojima,Pineapple,4481227.643904
53.0,2024-01-01,53@maggietest.com,Raoul Alfred,Grape,1268781.02736
53.0,2024-04-01,53@maggietest.com,Raoul Alfred,Grape,3318772.824664
53.0,2024-06-01,53@maggietest.com,Raoul Alfred,Grape,34312114.344423994
53.0,2024-09-05,53@maggietest.com,Raoul Alfred,Grape,74663256.24000001
54.0,2024-02-01,54@maggietest.com,Tom Peciak,Cherry,1815048.6393600001
54.0,2024-07-01,54@maggietest.com,Tom Peciak,Cherry,1085205.70872
54.0,2024-09-01,54@maggietest.com,Tom Peciak,Cherry,8607721.69136
54.0,2024-10-11,54@maggietest.com,Tom Peciak,Cherry,70902159.6237184
55.0,2024-02-02,55@maggietest.com,Shuhei van,Strawberry,1968316.3981599999
55.0,2024-09-02,55@maggietest.com,Shuhei van,Strawberry,10041905.93368
55.0,2024-09-04,55@maggietest.com,Shuhei van,Strawberry,66515691.704
55.0,2024-11-01,55@maggietest.com,Shuhei van,Strawberry,19869345.264
56.0,2024-01-01,56@maggietest.com,Shantel McHarg,Blueberry,7406935.98016
56.0,2024-02-03,56@maggietest.com,Shantel McHarg,Blueberry,377667.66744
56.0,2024-09-03,56@maggietest.com,Shantel McHarg,Blueberry,64758190.9309712
56.0,2024-09-05,56@maggietest.com,Shantel McHarg,Blueberry,137024876.66092002
57.0,2024-02-01,57@maggietest.com,Yuka Lyon,Orange,6489791.820160001
57.0,2024-02-04,57@maggietest.com,Yuka Lyon,Orange,5950100.42688
57.0,2024-09-04,57@maggietest.com,Yuka Lyon,Orange,28010924.480000004
57.0,2024-10-11,57@maggietest.com,Yuka Lyon,Orange,18414771.8096
58.0,2024-02-02,58@maggietest.com,Megan Dohi,Apple,2217757.11696
58.0,2024-02-05,58@maggietest.com,Megan Dohi,Apple,5105083.3756
58.0,2024-09-05,58@maggietest.com,Megan Dohi,Apple,13977662.08
59.0,2024-02-03,59@maggietest.com,Karl Mekler,Pineapple,2517868.29672
59.0,2024-02-06,59@maggietest.com,Karl Mekler,Pineapple,1415711.81112
59.0,2024-10-11,59@maggietest.com,Karl Mekler,Pineapple,13933384.5952
60.0,2024-01-08,60@maggietest.com,Amelia Callegari,Grape,7089997.71408
60.0,2024-02-04,60@maggietest.com,Amelia Callegari,Grape,2726227.8947264
60.0,2024-11-01,60@maggietest.com,Amelia Callegari,Grape,4445144.988
61.0,2024-01-09,61@maggietest.com,Jonatan MacLeod,Cherry,6625577.2435776
61.0,2024-02-05,61@maggietest.com,Jonatan MacLeod,Cherry,814736.73112
61.0,2024-11-02,61@maggietest.com,Jonatan MacLeod,Cherry,13898565.76
62.0,2024-01-10,62@maggietest.com,Fumitake Tokumoto,Strawberry,2754551.148
62.0,2024-02-06,62@maggietest.com,Fumitake Tokumoto,Strawberry,8119975.4207999995
62.0,2024-11-03,62@maggietest.com,Fumitake Tokumoto,Strawberry,14920287.229919998
63.0,2024-01-08,63@maggietest.com,Michelle Jorgensen,Blueberry,13064797.52448
63.0,2024-01-11,63@maggietest.com,Michelle Jorgensen,Blueberry,0.0
63.0,2024-11-04,63@maggietest.com,Michelle Jorgensen,Blueberry,4791018.55968
64.0,2024-01-09,64@maggietest.com,Alana Kalaus,Orange,22530.20616
64.0,2024-01-12,64@maggietest.com,Alana Kalaus,Orange,0.0
64.0,2024-11-05,64@maggietest.com,Alana Kalaus,Orange,255544.5648
65.0,2024-01-10,65@maggietest.com,Sylvain Schoonheim,Apple,222560.075888
65.0,2024-03-01,65@maggietest.com,Sylvain Schoonheim,Apple,0.0
65.0,2024-04-01,65@maggietest.com,Sylvain Schoonheim,Apple,14771.86936
66.0,2024-01-11,66@maggietest.com,Amy Price,Pineapple,220341.9993632
66.0,2024-03-02,66@maggietest.com,Amy Price,Pineapple,80477.4488
66.0,2024-07-01,66@maggietest.com,Amy Price,Pineapple,16276.595519999999
67.0,2024-01-12,67@maggietest.com,Clark Gugnani,Grape,67247.24232
67.0,2024-03-03,67@maggietest.com,Clark Gugnani,Grape,82521.9229392
67.0,2024-11-01,67@maggietest.com,Clark Gugnani,Grape,22541.62944
68.0,2024-03-01,68@maggietest.com,Maura Maubland,Cherry,47064.587199999994
68.0,2024-03-04,68@maggietest.com,Maura Maubland,Cherry,25085.8224
68.0,2024-11-01,68@maggietest.com,Maura Maubland,Cherry,16813.48992
69.0,2024-03-02,69@maggietest.com,Jeffrey Engel,Strawberry,33121.8944
69.0,2024-03-05,69@maggietest.com,Jeffrey Engel,Strawberry,28573.9328
69.0,2024-11-01,69@maggietest.com,Jeffrey Engel,Strawberry,3517.41952
70.0,2024-01-18,70@maggietest.com,Szymon Marin,Blueberry,17355.7948928
70.0,2024-03-03,70@maggietest.com,Szymon Marin,Blueberry,7579.77264
70.0,2024-11-01,70@maggietest.com,Szymon Marin,Blueberry,32261.66016
71.0,2024-01-19,71@maggietest.com,Declan Kumagawa,Orange,6391.93152
71.0,2024-03-04,71@maggietest.com,Declan Kumagawa,Orange,36098.7984
71.0,2024-11-01,71@maggietest.com,Declan Kumagawa,Orange,32016.15872
72.0,2024-01-20,72@maggietest.com,Tolivar Fujita,Apple,82529.442
72.0,2024-03-05,72@maggietest.com,Tolivar Fujita,Apple,38362.068331999995
72.0,2024-07-01,72@maggietest.com,Tolivar Fujita,Apple,9229.58432
73.0,2024-01-01,73@maggietest.com,Lukas Callec,Pineapple,15718.64344
73.0,2024-01-18,73@maggietest.com,Lukas Callec,Pineapple,12172.21824
73.0,2024-01-21,73@maggietest.com,Lukas Callec,Pineapple,90135.288
74.0,2024-01-19,74@maggietest.com,Michael Ben,Grape,35047.24704
74.0,2024-04-01,74@maggietest.com,Michael Ben,Grape,12057.538960000002
74.0,2024-05-01,74@maggietest.com,Michael Ben,Grape,26116.9584
75.0,2024-01-20,75@maggietest.com,Stephania Verrycken,Cherry,6317139.27524
75.0,2024-06-01,75@maggietest.com,Stephania Verrycken,Cherry,7377167.10664
75.0,2024-06-04,75@maggietest.com,Stephania Verrycken,Cherry,637561.8576
76.0,2024-01-21,76@maggietest.com,Shivani Vaughan,Strawberry,16111.062
76.0,2024-06-04,76@maggietest.com,Shivani Vaughan,Strawberry,53303.21568
76.0,2024-09-01,76@maggietest.com,Shivani Vaughan,Strawberry,49307.0707872
77.0,2024-05-01,77@maggietest.com,Rebecca Gumieniak,Blueberry,48312.900480000004
77.0,2024-06-04,77@maggietest.com,Rebecca Gumieniak,Blueberry,62557.79052160001
77.0,2024-09-02,77@maggietest.com,Rebecca Gumieniak,Blueberry,15036.071039999999
78.0,2024-06-01,78@maggietest.com,Will Damien,Orange,44716.0363104
78.0,2024-06-04,78@maggietest.com,Will Damien,Orange,16260.782560000001
78.0,2024-09-03,78@maggietest.com,Will Damien,Orange,559525.0699984
79.0,2024-01-01,79@maggietest.com,Nelson Iguchi,Apple,558882.630248
79.0,2024-09-01,79@maggietest.com,Nelson Iguchi,Apple,15274.595519999999
79.0,2024-09-04,79@maggietest.com,Nelson Iguchi,Apple,634413.11168
80.0,2024-04-01,80@maggietest.com,Rita Rubli,Pineapple,683530.8073976
80.0,2024-09-02,80@maggietest.com,Rita Rubli,Pineapple,24013.65312
80.0,2024-09-05,80@maggietest.com,Rita Rubli,Pineapple,173787.66088
81.0,2024-07-01,81@maggietest.com,Ashtyn Flothow,Grape,188252.5296
81.0,2024-09-03,81@maggietest.com,Ashtyn Flothow,Grape,19810.354079999997
81.0,2024-10-11,81@maggietest.com,Ashtyn Flothow,Grape,162116.29056
82.0,2024-01-01,82@maggietest.com,Paolo Meyers,Cherry,51645.65864
82.0,2024-09-04,82@maggietest.com,Paolo Meyers,Cherry,21236.8084
82.0,2024-11-01,82@maggietest.com,Paolo Meyers,Cherry,152889.141696
83.0,2024-04-01,83@maggietest.com,Marijke Danishjoo,Strawberry,42147.422320000005
83.0,2024-09-05,83@maggietest.com,Marijke Danishjoo,Strawberry,80096.0212
83.0,2024-11-02,83@maggietest.com,Marijke Danishjoo,Strawberry,43787.326400000005
84.0,2024-07-01,84@maggietest.com,Matt Tsubakiyama,Blueberry,12033.80912
84.0,2024-10-11,84@maggietest.com,Matt Tsubakiyama,Blueberry,78089.5030272
84.0,2024-11-03,84@maggietest.com,Matt Tsubakiyama,Blueberry,45395.08176
85.0,2024-01-01,85@maggietest.com,Mikey Suzuki,Orange,285229.11184
85.0,2024-11-01,85@maggietest.com,Mikey Suzuki,Orange,25343.58912
85.0,2024-11-04,85@maggietest.com,Mikey Suzuki,Orange,400240.65793439996
86.0,2024-04-01,86@maggietest.com,Kento Manivannan,Apple,320816.25693120004
86.0,2024-11-01,86@maggietest.com,Kento Manivannan,Apple,11620.666079999999
86.0,2024-11-02,86@maggietest.com,Kento Manivannan,Apple,65260.0604
86.0,2024-11-05,86@maggietest.com,Kento Manivannan,Apple,81592.66458
87.0,2024-04-01,87@maggietest.com,Jennifer Chutardary,Pineapple,53225.67656
87.0,2024-07-01,87@maggietest.com,Jennifer Chutardary,Pineapple,73024.49184
87.0,2024-11-03,87@maggietest.com,Jennifer Chutardary,Pineapple,65214.47328
88.0,2024-01-01,88@maggietest.com,Yuji Gienke,Grape,58980.46216
88.0,2024-07-01,88@maggietest.com,Yuji Gienke,Grape,68497.46487519999
88.0,2024-11-04,88@maggietest.com,Yuji Gienke,Grape,21575.7216
89.0,2024-04-01,89@maggietest.com,Patrick Yamamoto,Cherry,44605.0071
89.0,2024-11-01,89@maggietest.com,Patrick Yamamoto,Cherry,63634.44032
89.0,2024-11-05,89@maggietest.com,Patrick Yamamoto,Cherry,52517.2172
90.0,2024-04-01,90@maggietest.com,Stepan Piers,Strawberry,505575.6328
90.0,2024-07-01,90@maggietest.com,Stepan Piers,Strawberry,17550.6008
90.0,2024-11-01,90@maggietest.com,Stepan Piers,Strawberry,82563.84512
91.0,2024-01-01,91@maggietest.com,Seth Sondermann,Blueberry,64098.47792
91.0,2024-07-01,91@maggietest.com,Seth Sondermann,Blueberry,368348.35024
91.0,2024-11-01,91@maggietest.com,Seth Sondermann,Blueberry,52237.4568576
92.0,2024-04-01,92@maggietest.com,Kaoru Bailey,Orange,49995.4599848
92.0,2024-11-01,92@maggietest.com,Kaoru Bailey,Orange,42654.37952
93.0,2024-07-01,93@maggietest.com,Anna Siani,Apple,12634.95968
93.0,2024-11-01,93@maggietest.com,Anna Siani,Apple,61658.2272
94.0,2024-01-01,94@maggietest.com,Sean Flohberg,Pineapple,112798.89384
94.0,2024-07-01,94@maggietest.com,Sean Flohberg,Pineapple,26796.95424
94.0,2024-11-01,94@maggietest.com,Sean Flohberg,Pineapple,8885.86112
95.0,2024-01-01,95@maggietest.com,Aoife Uchida,Grape,10813.55456
95.0,2024-08-10,95@maggietest.com,Aoife Uchida,Grape,121349.433
95.0,2024-11-01,95@maggietest.com,Aoife Uchida,Grape,102299.42143999999
96.0,2024-04-01,96@maggietest.com,Atsushi Lavigne,Cherry,12509.50432
96.0,2024-08-10,96@maggietest.com,Atsushi Lavigne,Cherry,40389.18384
96.0,2024-11-01,96@maggietest.com,Atsushi Lavigne,Cherry,152954.83301119998
97.0,2024-06-04,97@maggietest.com,Demi Lynes,Strawberry,14817.83072
97.0,2024-07-01,97@maggietest.com,Demi Lynes,Strawberry,48034.12416
97.0,2024-08-10,97@maggietest.com,Demi Lynes,Strawberry,49437.27672
98.0,2024-01-01,98@maggietest.com, Ghassemi,Blueberry,40945.82768
98.0,2024-06-04,98@maggietest.com, Ghassemi,Blueberry,6547.36016
98.0,2024-08-10,98@maggietest.com, Ghassemi,Blueberry,47858.498075999996
99.0,2024-04-01,99@maggietest.com,Shannon Nagata,Orange,35581.57712
99.0,2024-06-04,99@maggietest.com,Shannon Nagata,Orange,209664.9192
99.0,2024-08-10,99@maggietest.com,Shannon Nagata,Orange,10308.92352
100.0,2024-06-04,100@maggietest.com,Sarah Lutchmanen,Apple,310003.4833984
100.0,2024-08-10,100@maggietest.com,Sarah Lutchmanen,Apple,94848.80832
101.0,2024-01-01,101@maggietest.com,Steven Kirecci,Pineapple,81552.12944
101.0,2024-04-01,101@maggietest.com,Steven Kirecci,Pineapple,108323.84872640001
101.0,2024-06-04,101@maggietest.com,Steven Kirecci,Pineapple,13351.50256
