UserID,Date,Revenue,Quota,ID,Email,Name,Rep_Or_Director,Status,Region,Team_Currency,Team,Country,Currency,DATE,FROM_CURRENCY,EXCHANGE_RATE,Revenue_USD
92,2024-11-01,254487.0,890897,92.0,92@maggietest.com,Kaoru Bailey,Rep,Active,Asia-Pac,JPY,Orange,Japan,JPY,2024-11-01,JPY,0.00656,1669.43472
30,2024-11-01,801143.0,762144,30.0,30@maggietest.com,Patrick Mitra,Rep,Active,EMEA,EUR,Apple,Netherlands,EUR,2024-11-01,EUR,1.08645,870401.8123499999
70,2024-11-01,614742.0,603714,70.0,70@maggietest.com,Szymon Marin,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-11-01,JPY,0.00656,4032.70752
92,2024-11-01,254487.0,890897,92.0,92@maggietest.com,Kaoru Bailey,Rep,Active,Asia-Pac,JPY,Orange,Japan,JPY,2024-11-01,JPY,0.00656,1669.43472
92,2024-11-01,254487.0,890897,92.0,92@maggietest.com,Kaoru Bailey,Rep,Active,Asia-Pac,JPY,Orange,Japan,JPY,2024-11-01,JPY,0.00656,1669.43472
30,2024-11-01,801143.0,762144,30.0,30@maggietest.com,Patrick Mitra,Rep,Active,EMEA,EUR,Apple,Netherlands,EUR,2024-11-01,EUR,1.08645,870401.8123499999
36,2024-11-01,193164.0,513208,36.0,36@maggietest.com,Will De,Rep,On Leave,EMEA,EUR,Orange,Germany,EUR,2024-11-01,EUR,1.08645,209863.02779999998
70,2024-11-01,614742.0,603714,70.0,70@maggietest.com,Szymon Marin,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-11-01,JPY,0.00656,4032.70752
36,2024-11-01,193164.0,513208,36.0,36@maggietest.com,Will De,Rep,On Leave,EMEA,EUR,Orange,Germany,EUR,2024-11-01,EUR,1.08645,209863.02779999998
33,2024-11-01,1278118.73,1302665,33.0,33@maggietest.com,Stephen Reichert,Rep,Active,EMEA,EUR,Cherry,Belgium,EUR,2024-11-01,EUR,1.08645,1388612.0942084999
30,2024-11-01,801143.0,762144,30.0,30@maggietest.com,Patrick Mitra,Rep,Active,EMEA,EUR,Apple,Netherlands,EUR,2024-11-01,EUR,1.08645,870401.8123499999
95,2024-11-01,1949303.0,2946497,95.0,95@maggietest.com,Aoife Uchida,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-11-01,JPY,0.00656,12787.427679999999
95,2024-11-01,1949303.0,2946497,95.0,95@maggietest.com,Aoife Uchida,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-11-01,JPY,0.00656,12787.427679999999
92,2024-11-01,254487.0,890897,92.0,92@maggietest.com,Kaoru Bailey,Rep,Active,Asia-Pac,JPY,Orange,Japan,JPY,2024-11-01,JPY,0.00656,1669.43472
36,2024-11-01,193164.0,513208,36.0,36@maggietest.com,Will De,Rep,On Leave,EMEA,EUR,Orange,Germany,EUR,2024-11-01,EUR,1.08645,209863.02779999998
95,2024-11-01,1949303.0,2946497,95.0,95@maggietest.com,Aoife Uchida,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-11-01,JPY,0.00656,12787.427679999999
30,2024-11-01,801143.0,762144,30.0,30@maggietest.com,Patrick Mitra,Rep,Active,EMEA,EUR,Apple,Netherlands,EUR,2024-11-01,EUR,1.08645,870401.8123499999
33,2024-11-01,1278118.73,1302665,33.0,33@maggietest.com,Stephen Reichert,Rep,Active,EMEA,EUR,Cherry,Belgium,EUR,2024-11-01,EUR,1.08645,1388612.0942084999
95,2024-11-01,1949303.0,2946497,95.0,95@maggietest.com,Aoife Uchida,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-11-01,JPY,0.00656,12787.427679999999
70,2024-11-01,614742.0,603714,70.0,70@maggietest.com,Szymon Marin,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-11-01,JPY,0.00656,4032.70752
30,2024-11-01,801143.0,762144,30.0,30@maggietest.com,Patrick Mitra,Rep,Active,EMEA,EUR,Apple,Netherlands,EUR,2024-11-01,EUR,1.08645,870401.8123499999
92,2024-11-01,254487.0,890897,92.0,92@maggietest.com,Kaoru Bailey,Rep,Active,Asia-Pac,JPY,Orange,Japan,JPY,2024-11-01,JPY,0.00656,1669.43472
92,2024-11-01,254487.0,890897,92.0,92@maggietest.com,Kaoru Bailey,Rep,Active,Asia-Pac,JPY,Orange,Japan,JPY,2024-11-01,JPY,0.00656,1669.43472
33,2024-11-01,1278118.73,1302665,33.0,33@maggietest.com,Stephen Reichert,Rep,Active,EMEA,EUR,Cherry,Belgium,EUR,2024-11-01,EUR,1.08645,1388612.0942084999
36,2024-11-01,193164.0,513208,36.0,36@maggietest.com,Will De,Rep,On Leave,EMEA,EUR,Orange,Germany,EUR,2024-11-01,EUR,1.08645,209863.02779999998
33,2024-11-01,1278118.73,1302665,33.0,33@maggietest.com,Stephen Reichert,Rep,Active,EMEA,EUR,Cherry,Belgium,EUR,2024-11-01,EUR,1.08645,1388612.0942084999
70,2024-11-01,614742.0,603714,70.0,70@maggietest.com,Szymon Marin,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-11-01,JPY,0.00656,4032.70752
33,2024-11-01,1278118.73,1302665,33.0,33@maggietest.com,Stephen Reichert,Rep,Active,EMEA,EUR,Cherry,Belgium,EUR,2024-11-01,EUR,1.08645,1388612.0942084999
70,2024-11-01,614742.0,603714,70.0,70@maggietest.com,Szymon Marin,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-11-01,JPY,0.00656,4032.70752
91,2024-11-01,995378.37,1035349,91.0,91@maggietest.com,Seth Sondermann,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-11-01,JPY,0.00656,6529.6821072
91,2024-11-01,995378.37,1035349,91.0,91@maggietest.com,Seth Sondermann,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-11-01,JPY,0.00656,6529.6821072
29,2024-11-01,196914.0,602351,29.0,29@maggietest.com,Graham Feres,Rep,Active,EMEA,EUR,Orange,Netherlands,EUR,2024-11-01,EUR,1.08645,213937.21529999998
35,2024-11-01,497503.0,483633,35.0,35@maggietest.com,Brandon Blanchette,Rep,Active,EMEA,EUR,Blueberry,Germany,EUR,2024-11-01,EUR,1.08645,540512.13435
29,2024-11-01,196914.0,602351,29.0,29@maggietest.com,Graham Feres,Rep,Active,EMEA,EUR,Orange,Netherlands,EUR,2024-11-01,EUR,1.08645,213937.21529999998
94,2024-11-01,169319.0,646219,94.0,94@maggietest.com,Sean Flohberg,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-11-01,JPY,0.00656,1110.73264
69,2024-11-01,67024.0,286094,69.0,69@maggietest.com,Jeffrey Engel,Rep,Active,Asia-Pac,JPY,Strawberry,Japan,JPY,2024-11-01,JPY,0.00656,439.67744
91,2024-11-01,995378.37,1035349,91.0,91@maggietest.com,Seth Sondermann,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-11-01,JPY,0.00656,6529.6821072
69,2024-11-01,67024.0,286094,69.0,69@maggietest.com,Jeffrey Engel,Rep,Active,Asia-Pac,JPY,Strawberry,Japan,JPY,2024-11-01,JPY,0.00656,439.67744
32,2024-11-01,1309267.0,1234713,32.0,32@maggietest.com,Melanie Abolhassani,Rep,On Leave,EMEA,EUR,Grape,Belgium,EUR,2024-11-01,EUR,1.08645,1422453.13215
32,2024-11-01,1309267.0,1234713,32.0,32@maggietest.com,Melanie Abolhassani,Rep,On Leave,EMEA,EUR,Grape,Belgium,EUR,2024-11-01,EUR,1.08645,1422453.13215
94,2024-11-01,169319.0,646219,94.0,94@maggietest.com,Sean Flohberg,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-11-01,JPY,0.00656,1110.73264
69,2024-11-01,67024.0,286094,69.0,69@maggietest.com,Jeffrey Engel,Rep,Active,Asia-Pac,JPY,Strawberry,Japan,JPY,2024-11-01,JPY,0.00656,439.67744
35,2024-11-01,497503.0,483633,35.0,35@maggietest.com,Brandon Blanchette,Rep,Active,EMEA,EUR,Blueberry,Germany,EUR,2024-11-01,EUR,1.08645,540512.13435
91,2024-11-01,995378.37,1035349,91.0,91@maggietest.com,Seth Sondermann,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-11-01,JPY,0.00656,6529.6821072
91,2024-11-01,995378.37,1035349,91.0,91@maggietest.com,Seth Sondermann,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-11-01,JPY,0.00656,6529.6821072
69,2024-11-01,67024.0,286094,69.0,69@maggietest.com,Jeffrey Engel,Rep,Active,Asia-Pac,JPY,Strawberry,Japan,JPY,2024-11-01,JPY,0.00656,439.67744
35,2024-11-01,497503.0,483633,35.0,35@maggietest.com,Brandon Blanchette,Rep,Active,EMEA,EUR,Blueberry,Germany,EUR,2024-11-01,EUR,1.08645,540512.13435
32,2024-11-01,1309267.0,1234713,32.0,32@maggietest.com,Melanie Abolhassani,Rep,On Leave,EMEA,EUR,Grape,Belgium,EUR,2024-11-01,EUR,1.08645,1422453.13215
35,2024-11-01,497503.0,483633,35.0,35@maggietest.com,Brandon Blanchette,Rep,Active,EMEA,EUR,Blueberry,Germany,EUR,2024-11-01,EUR,1.08645,540512.13435
35,2024-11-01,497503.0,483633,35.0,35@maggietest.com,Brandon Blanchette,Rep,Active,EMEA,EUR,Blueberry,Germany,EUR,2024-11-01,EUR,1.08645,540512.13435
35,2024-11-01,497503.0,483633,35.0,35@maggietest.com,Brandon Blanchette,Rep,Active,EMEA,EUR,Blueberry,Germany,EUR,2024-11-01,EUR,1.08645,540512.13435
91,2024-11-01,995378.37,1035349,91.0,91@maggietest.com,Seth Sondermann,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-11-01,JPY,0.00656,6529.6821072
35,2024-11-01,497503.0,483633,35.0,35@maggietest.com,Brandon Blanchette,Rep,Active,EMEA,EUR,Blueberry,Germany,EUR,2024-11-01,EUR,1.08645,540512.13435
91,2024-11-01,995378.37,1035349,91.0,91@maggietest.com,Seth Sondermann,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-11-01,JPY,0.00656,6529.6821072
94,2024-11-01,169319.0,646219,94.0,94@maggietest.com,Sean Flohberg,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-11-01,JPY,0.00656,1110.73264
32,2024-11-01,1309267.0,1234713,32.0,32@maggietest.com,Melanie Abolhassani,Rep,On Leave,EMEA,EUR,Grape,Belgium,EUR,2024-11-01,EUR,1.08645,1422453.13215
94,2024-11-01,169319.0,646219,94.0,94@maggietest.com,Sean Flohberg,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-11-01,JPY,0.00656,1110.73264
94,2024-11-01,169319.0,646219,94.0,94@maggietest.com,Sean Flohberg,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-11-01,JPY,0.00656,1110.73264
29,2024-11-01,196914.0,602351,29.0,29@maggietest.com,Graham Feres,Rep,Active,EMEA,EUR,Orange,Netherlands,EUR,2024-11-01,EUR,1.08645,213937.21529999998
69,2024-11-01,67024.0,286094,69.0,69@maggietest.com,Jeffrey Engel,Rep,Active,Asia-Pac,JPY,Strawberry,Japan,JPY,2024-11-01,JPY,0.00656,439.67744
35,2024-11-01,497503.0,483633,35.0,35@maggietest.com,Brandon Blanchette,Rep,Active,EMEA,EUR,Blueberry,Germany,EUR,2024-11-01,EUR,1.08645,540512.13435
29,2024-11-01,196914.0,602351,29.0,29@maggietest.com,Graham Feres,Rep,Active,EMEA,EUR,Orange,Netherlands,EUR,2024-11-01,EUR,1.08645,213937.21529999998
69,2024-11-01,67024.0,286094,69.0,69@maggietest.com,Jeffrey Engel,Rep,Active,Asia-Pac,JPY,Strawberry,Japan,JPY,2024-11-01,JPY,0.00656,439.67744
32,2024-11-01,1309267.0,1234713,32.0,32@maggietest.com,Melanie Abolhassani,Rep,On Leave,EMEA,EUR,Grape,Belgium,EUR,2024-11-01,EUR,1.08645,1422453.13215
94,2024-11-01,169319.0,646219,94.0,94@maggietest.com,Sean Flohberg,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-11-01,JPY,0.00656,1110.73264
32,2024-11-01,1309267.0,1234713,32.0,32@maggietest.com,Melanie Abolhassani,Rep,On Leave,EMEA,EUR,Grape,Belgium,EUR,2024-11-01,EUR,1.08645,1422453.13215
29,2024-11-01,196914.0,602351,29.0,29@maggietest.com,Graham Feres,Rep,Active,EMEA,EUR,Orange,Netherlands,EUR,2024-11-01,EUR,1.08645,213937.21529999998
32,2024-11-01,1309267.0,1234713,32.0,32@maggietest.com,Melanie Abolhassani,Rep,On Leave,EMEA,EUR,Grape,Belgium,EUR,2024-11-01,EUR,1.08645,1422453.13215
69,2024-11-01,67024.0,286094,69.0,69@maggietest.com,Jeffrey Engel,Rep,Active,Asia-Pac,JPY,Strawberry,Japan,JPY,2024-11-01,JPY,0.00656,439.67744
32,2024-11-01,1309267.0,1234713,32.0,32@maggietest.com,Melanie Abolhassani,Rep,On Leave,EMEA,EUR,Grape,Belgium,EUR,2024-11-01,EUR,1.08645,1422453.13215
69,2024-11-01,67024.0,286094,69.0,69@maggietest.com,Jeffrey Engel,Rep,Active,Asia-Pac,JPY,Strawberry,Japan,JPY,2024-11-01,JPY,0.00656,439.67744
29,2024-11-01,196914.0,602351,29.0,29@maggietest.com,Graham Feres,Rep,Active,EMEA,EUR,Orange,Netherlands,EUR,2024-11-01,EUR,1.08645,213937.21529999998
29,2024-11-01,196914.0,602351,29.0,29@maggietest.com,Graham Feres,Rep,Active,EMEA,EUR,Orange,Netherlands,EUR,2024-11-01,EUR,1.08645,213937.21529999998
94,2024-11-01,169319.0,646219,94.0,94@maggietest.com,Sean Flohberg,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-11-01,JPY,0.00656,1110.73264
91,2024-11-01,995378.37,1035349,91.0,91@maggietest.com,Seth Sondermann,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-11-01,JPY,0.00656,6529.6821072
94,2024-11-01,169319.0,646219,94.0,94@maggietest.com,Sean Flohberg,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-11-01,JPY,0.00656,1110.73264
29,2024-11-01,196914.0,602351,29.0,29@maggietest.com,Graham Feres,Rep,Active,EMEA,EUR,Orange,Netherlands,EUR,2024-11-01,EUR,1.08645,213937.21529999998
28,2024-11-01,597831.0,586285,28.0,28@maggietest.com,Mikio Willard,Rep,Active,EMEA,EUR,Blueberry,Netherlands,EUR,2024-11-01,EUR,1.08645,649513.48995
31,2024-11-01,1554513.0,6792925,31.0,31@maggietest.com,Abdo Merlivat,Rep,Active,Asia-Pac,AUD,Pineapple,Australia,AUD,2024-11-01,AUD,0.65707,1021423.8569100001
28,2024-11-01,597831.0,586285,28.0,28@maggietest.com,Mikio Willard,Rep,Active,EMEA,EUR,Blueberry,Netherlands,EUR,2024-11-01,EUR,1.08645,649513.48995
